Date,series,OPEN,HIGH,LOW,PREV.CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,Nooftrades,close_infosys,values,company,close_TCS,close_wipro ,close_Mindtree 
28-Jul-20,EQ,702,716.05,695.7,701.1,711,712.45,706.79,"1,170.00",375.25,8469643,"5,986,235,040.20",182016,948.45,,,"2,309.75",275.45,"1,052.05"
27-Jul-20,EQ,684,704.4,676.5,679.95,700.85,701.1,693.12,"1,170.00",375.25,11349061,"7,866,239,651.95",206079,922.85,,,"2,206.80",268.85,"1,050.10"
24-Jul-20,EQ,641,684.8,640.9,652.85,683.5,679.95,665.76,"1,170.00",375.25,12365729,"8,232,573,071.10",160216,907.95,,,"2,157.40",270.55,"1,021.00"
23-Jul-20,EQ,650,656.95,643.55,650.15,650.95,652.85,651.15,"1,170.00",375.25,3173126,"2,066,179,589.45",76991,917.9,,,"2,171.20",266.6,"1,011.15"
22-Jul-20,EQ,657,658,643.1,652.35,650.65,650.15,648.94,"1,170.00",375.25,3837969,"2,490,598,440.35",72222,936.75,,,"2,190.95",266,"1,013.10"
21-Jul-20,EQ,652,662.35,643.3,648.6,652.3,652.35,652.33,"1,170.00",375.25,8801064,"5,741,191,833.10",150497,934.3,,,"2,225.05",271.35,"1,009.20"
20-Jul-20,EQ,633,652,626.85,623.15,649.4,648.6,639.34,"1,170.00",375.25,10543170,"6,740,680,411.15",178170,903.15,,,"2,207.90",270.8,"1,026.80"
17-Jul-20,EQ,629.5,644.65,613.4,627.75,624.7,623.15,630.82,"1,170.00",375.25,26830689,"16,925,468,925.35",365141,911,,,"2,200.75",261.35,"1,022.00"
16-Jul-20,EQ,630,652.2,607.15,615.2,634,627.75,631.15,"1,170.00",375.25,20771278,"13,109,803,014.05",304276,830.95,,,"2,234.75",261.9,"1,008.90"
15-Jul-20,EQ,593.65,627.95,592.5,591.35,618.95,615.2,616.35,"1,170.00",375.25,9928037,"6,119,148,156.75",139453,783.25,,,"2,233.90",262.75,975.5
14-Jul-20,EQ,604.6,613.75,588.1,602.6,590.25,591.35,602.11,"1,170.00",375.25,6212718,"3,740,749,506.55",101537,797.05,,,"2,171.95",225,978.15
13-Jul-20,EQ,585,605,583.35,582.25,604,602.6,597.94,"1,170.00",375.25,5443995,"3,255,206,313.00",75578,781.85,,,"2,220.00",227.6,"1,007.80"
10-Jul-20,EQ,588.25,588.55,579.85,588.25,582,582.25,583.68,"1,170.00",375.25,2376908,"1,387,350,540.50",57166,781.7,,,"2,222.35",222.1,"1,007.95"
9-Jul-20,EQ,575.65,591.6,575,574.9,588,588.25,585.07,"1,170.00",375.25,4807935,"2,812,977,215.90",73521,774.7,,,"2,204.35",221.6,988.15
8-Jul-20,EQ,594.75,594.75,573,592.05,574.45,574.9,580.07,"1,170.00",375.25,4625061,"2,682,849,750.60",81989,794.15,,,"2,218.90",223.1,988.3
7-Jul-20,EQ,582,594.45,575.15,578.7,593,592.05,585.73,"1,170.00",375.25,7255520,"4,249,780,977.90",120847,764,,,"2,269.90",224.9,982.05
6-Jul-20,EQ,579.15,589,577.25,579.15,578.55,578.7,584.08,"1,170.00",375.25,3288423,"1,920,685,979.35",76889,762.7,,,"2,263.20",222.65,960.6
3-Jul-20,EQ,572,580.55,570.6,569.2,578.45,579.15,576.44,"1,170.00",375.25,3735600,"2,153,332,391.75",53512,756.6,,,"2,199.65",224.8,945.15
