Date,Close
Feb-20,531.36
Mar-20,737.54
Apr-20,339.39
May-20,400.83
Jun-20,493.3
Jul-20,572.5
Aug-20,616.9
Sep-20,618.33
Oct-20,612.76
Nov-20,656.775
Dec-20,727.186
Jan-21,782.34
Feb-21,795.15
