Date,Close
20-Feb,3177.3
20-Mar,2933.31
20-Apr,3787.16
20-May,3845.51
20-Jun,4010.38
20-Jul,4049.47
20-Aug,4507.24
20-Sep,4727.01
20-Oct,5075.47
20-Nov,4834.81
20-Dec,5067.18
21-Jan,5152.86
21-Feb,4428.15
