Date,Close
Feb-20,6792.06
Mar-20,5423.13
Apr-20,5005.61
May-20,5014.46
Jun-20,5704.211
Jul-20,6021.78
Aug-20,6782.66
Sep-20,6909.37
Oct-20,6981.49
Nov-20,6947.71
Dec-20,7586.54
Jan-21,7883.24
Feb-21,7399.8
