Date,Close
20-Feb,958
20-Mar,863.03
20-Apr,779.89
20-May,886.67
20-Jun,917.29
20-Jul,1006
20-Aug,1150.3
20-Sep,1240.1
20-Oct,1405.49
20-Nov,1353.9
20-Dec,1495
21-Jan,1715.5
21-Feb,1690
