Date,Close
20-Feb,162.305
20-Mar,89.3619
20-Apr,74.67
20-May,83.87
20-Jun,102.65
20-Jul,105.21
20-Aug,125.54
20-Sep,141.225
20-Oct,134.0619
20-Nov,155.035
20-Dec,179.575
21-Jan,240.165
21-Feb,279.6
