Date,Close
Feb-20,448.772
Mar-20,369.82
Apr-20,293.35
May-20,322.62
Jun-20,362.22
Jul-20,394.61
Aug-20,430.85
Sep-20,448.225
Oct-20,455.71
Nov-20,476.55
Dec-20,489.24
Jan-21,513.41
Feb-21,577.2
