Date,Close
20-Feb,520.81
20-Mar,412.4
20-Apr,545
20-May,683.83
20-Jun,772.89
20-Jul,808.82
20-Aug,879.65
20-Sep,800.98
20-Oct,805.44
20-Nov,823.27
20-Dec,891.66
21-Jan,945.8
21-Feb,921.45
