Date,Close
Feb-20,788.2
Mar-20,642.5
Apr-20,644.8
May-20,677.82
Jun-20,710.7
Jul-20,860.24
Aug-20,950.8
Sep-20,972.6
Oct-20,1101.4
Nov-20,1110.7
Dec-20,1184.4
Jan-21,1316.9
Feb-21,1260.9
