Date,Close
Feb-20,3086.51
Mar-20,2317.77
Apr-20,2363.17
May-20,2558.64
Jun-20,2779
Jul-20,2956.91
Aug-20,3021.192
Sep-20,2943.44
Oct-20,2999.74
Nov-20,3021.865
Dec-20,3325.77
Jan-21,3701.17
Feb-21,4114.7
