Date,Close
20-Feb,788.2
20-Mar,642.5
20-Apr,644.8
20-May,677.82
20-Jun,710.7
20-Jul,860.24
20-Aug,950.8
20-Sep,972.6
20-Oct,1101.4
20-Nov,1110.7
20-Dec,1184.4
21-Jan,1316.9
21-Feb,1260.9
