Date,Close
Feb-20,"1997.14"
Mar-20,"1739.74"
Apr-20,"1879.49"
May-20,"1990.99"
Jun-20,"2079.56"
Jul-20,"2228.24"
Aug-20,"2259.67"
Sep-20,"2378.95"
Oct-20,"2680.46"
Nov-20,"2660.06"
Dec-20,"2744.15"
Jan-21,"2993.44"
Feb-21,"3139.35"
