Date,Close
Feb-20,240.99
Mar-20,194.04
Apr-20,85.07
May-20,189.07
Jun-20,217.45
Jul-20,250.11
Aug-20,276.52
Sep-20,298.875
Oct-20,344.7
Nov-20,346.515
Dec-20,364.96
Jan-21,431.06
Feb-21,421.5
